,user_id,business_id,text,date,compliment_count
79806,QTpC6amNzUpKBldK2XLd6g,YoYL__V3bUF4KluaJ8QO4A,Great service and food! Wonderful daily specials!,2019-07-20 16:24:14,0
79808,v8Hi4Sfbg4dbfgsXYXYsYg,OSLNYVnB69k6zO9jYzRPuA,Didn't want to order through grub hub so I went elsewhere,2019-10-27 23:17:25,0
79820,64lb3N95RmOtcX0rUk1bnw,OThAF-lt6d7jY-pB1ajWPg,We love having dinner there....best sauce in the area!,2016-10-01 03:49:25,0
79844,6tbXpUIU6upoeqWNDo9k_A,YgO2v1VNtbPA7zgp0szJXA,Gyro special,2017-02-07 21:45:41,0
79845,Yof00mbd6qQaR0GHM3bHOg,CvBYswXZ4S6KiZA1oq1nEQ,Carry out only,2012-09-22 20:47:09,0
79856,YWLCQIby9NuCAZthvud3Hg,pU8nga_kq7-21PJOUNR0fw,Prompt delivery and delicious,2019-09-25 06:22:19,0
79862,4ClwdfBK0UZmi8_zWTxn-g,qlg2QMEErgseygqs_MQETA,"It's pronounced M like the letter Italian, as if two words. Don't embarrass yourself and pronounce it ""Mytalian"" like I did.",2019-08-06 22:14:44,0
79869,Cro5E2sxEg3bDPBI-zwrfg,OEyb_iAHBYZ-UNvs8vwKfQ,"Much better than any of the chains! Great crust, jojo's are good. White crust is really good as well!",2018-01-15 00:56:02,0
79891,xgo5LaVvc6Ci1uMkYlcCvw,2d9ABtvEBcGCcN6B13Fy1w,Ask for your take home wine bag to be 'unsealed'. Otherwise you'll have difficulty opening it at home and RIP reusable plastic bag that's kinda cute.,2017-12-07 02:42:35,0
79899,4ClwdfBK0UZmi8_zWTxn-g,XoCXrplbH9dQkZ3IV8KKOg,Drink is included in buffet price!,2019-08-22 04:53:04,0
79906,f46CArghRcqLmFanIPTWSw,7P6Gm0s2rz9Xq4AmdXRqhQ,"Try them all! Different flavor combos, each one has been worth it so far!",2019-03-23 05:16:56,0
79907,doz0w-p2dMWSB_OobOGi-Q,YgO2v1VNtbPA7zgp0szJXA,All foods delicious and very nice customer service,2019-04-21 20:18:00,0
79910,rGeiI7NxESOCr1J1YcauBg,w4a6TuFWArSc29dB51rPNA,Excellent pizza and beer selection. A bit slow during weekdays.,2019-05-07 03:01:55,0
79917,JrVJvR36XyveQp_DzeGXcQ,ix-CkoFcqTX7hi62ZqGXJQ,Best blue gill fish fry in area.  Suzanne  & Rich are the best,2019-07-03 22:21:37,0
79933,hIoIh8h9v4fmxy2RCrxanw,86Q7elyyiNgZIrfVMBqHnQ,"Delicious pizza! Sauce, dough and cheese are yummy! Try it!!",2019-10-01 22:12:43,0
79934,nwFl91JBR8LKeCTTscGA8w,Iam7tYWhssw_rscSBkeRIQ,Their crust and sauce is phenomenal!!!,2019-11-30 18:17:48,0
79935,OkX3CP9LOf0-gsKZC_WkkQ,F44RugAixD4yauHlTGXGug,Bring your ID even if you are 50 because otherwise they won't serve you,2019-06-25 22:55:40,0
79944,oxxHn3CSVW8N1JPLiOCHqg,OhTsSYXoD4Poc14JrjIhBw,Great pizza and meatball parm sub. Only place we go to now for pizza and hot subs.,2013-11-22 00:37:33,0
79955,oM0u7F8Y2d7W8wCq5xG-cA,dYlBcBLp3KY5Tc78d8k0ow,Yum! What else needs to be said?,2019-07-03 19:23:48,0
79970,6tbXpUIU6upoeqWNDo9k_A,jW4-bGuymLGlB9OBsTq3TA,Pappardelle Alle Bolognese,2015-10-01 22:51:29,0
79992,XPnIhoRZaTrCur1fCfsETw,ZkzutF0P_u0C0yTulwaHkA,I'd give it zero if I could...,2019-04-02 18:43:45,0
79999,3D1vot-HFqgkJX3KWk2TWg,j6MtKpKdqZC2wXnQetGBIQ,"My husband eats here probably 1 time a week , he love their pizza and salad",2019-03-24 18:32:51,0
80022,CB0oWs49o7b8kvvXvx9eJw,3Vj-scPmJtH--Wom3OIjEQ,No seating. Take out pizza joint. Amazing pies!,2019-05-29 20:42:14,0
80029,F77aWNOxeXoWchs1B2BTpQ,hr0vxeTzlHx6fTpSSmu2AA,"One of the best Nawlins style food I've had. The gumbo is unbelievably good and authentic. Originally from Akron, while living here, this place was a regular. Came home, from Atlanta for the weekend, it was an absolute must that I eat here.  The soft shell crab and the greens and the.....well, I have yet to have anything that's not any good.  And, I anticipate that never happening.  Great place to indulge.",2013-08-11 12:50:36,0
80030,vCMLDTmNQJTshp0buV1JaA,USOUJ8IyZlBo7uF-2Spy-g,Great salads. Adorable atmosphere. Friendly staff. Love the back outdoor patio!,2019-06-08 21:13:05,0
80050,ozrxTY4IbT3uuc_9wNXO3g,pWJoOfYUWSkro0WNxHspFg,Best food in south hills.,2015-05-30 02:32:03,0
80053,gzz7PdIR-VrigO6UKNWaAg,w-cJmgsAiw9RLoMs5e7iag,"Always check your bill. Not just this location, been charged wrong price more than once.",2019-11-03 20:16:31,0
80078,6tbXpUIU6upoeqWNDo9k_A,cWsgD-u_TvTohsx6LSi9aQ,Just pasta,2016-08-05 22:14:05,0
80081,grZW0jXF-66ynYTyJaLupg,DzvNrAo1DJcqA_vZT6cF_g,Delicious yummy,2019-12-03 19:49:00,0
80098,A6KvQAFMpsv4UY8iMkNhEQ,pSAoDrxX7Q5VRe-7gpDpOw,Excellent food and excellent service. 10/10. Will be back soon,2019-03-22 02:14:12,0
80100,HzCQo7SVZe8mWC7t72DKNg,MYyJ9orpiRq0prjVq4ku7w,"Came here to grab lunch because everything around my work closed due to a holiday. Just okay, slightly over priced, and customer service was lacking.",2019-07-11 11:39:15,0
80133,079rqAgA2WGfUlNYwf-ZVQ,cPNolx5Ae2znDZNA7GG5BQ,$5 pizza. It's good enough... especially for $5. No complaints here.,2019-09-13 02:52:04,0
80154,ehy4KdSI3tqq10zQlUtHMg,NlBifQZCNUAnbuo_wKIVpg,Very good food!  Would recommend it.  Great service!,2019-07-06 17:23:51,0
80157,dsLqhmqy7ON0c35yxWy5oA,j9Z3c0OVhpv8ZDntMBEsiQ,Love this place,2017-02-24 20:06:58,0
80171,9XbTAoX0ZX2rjDwZxGJqKw,c9UmJiX2G7hKMpivZ3h1oQ,Great selection of hoagies and pizza; they even have vegan and gluten free options. The staff is also very nice!!,2019-08-04 20:28:16,0
80173,NNMWaRokf7XTH8xOjOxCbQ,SoOBdulYAm7p6LdFJdbINg,Not very good.  Decided to try it and I was not impressed.  Very disappointed.,2019-01-19 13:19:18,0
80179,9zlZ5h41jVMgQn_-H8lZWg,rrysQBMgpCqhDZuM34vvwg,Awesome family! Great food! Great restaurant! Definitely recommend this place!!!,2019-06-18 18:45:22,0
80197,l90OYOQQNSZk3gEtRBiv3g,WYxSlAMiQ2NB7Ns8NKTTAw,"This place is fantastic!  Love the pizza and the atmosphere. I had the rigatoni dinner, which came with an incredible cheesy salad and garlic bread. The people that work there are friendly, along with great service. We also ordered 2 pizzas and garlic cheesy bread. We loved them all. This place is less than 3 miles from my house and I just discovered. I found a new favorite pizza place.",2019-03-05 22:40:17,0
80201,0nxzG-WAxV6ROi6gEPPzRg,kzCG-KC3YVrQs7l-0d0b1w,Awesomely good pizza!,2019-03-08 15:37:22,0
80205,LAUH_VVLb3y4djUhAB06Ag,FvXZcRB8bocNMDvFUnoWhg,Watch how they craft the pizza before trying to order a loaded pizza or extra toppings - simple goes a long way; these are edible works of art.,2019-06-14 21:01:11,0
80208,MWYGZ_lv7HZI2Wuzbd7rJQ,SuMi4hxed5qk-M8IklFg8Q,Food and service were both good...jambalaya was nice and spicy!,2016-01-03 01:44:40,0
80213,4VqX7NZeH6Eqcf8HuIY9FA,41LcUz0kXaYHiMf8rUS_aQ,Delicious pizza and a great atmosphere!! You can't go wrong here!,2019-10-24 15:02:04,0
80222,Fd1X0J-CMffjVwszxt740A,KISNjnQaKGzmGritl_5OoQ,No where near Italian... but then again I'm all Italian descent,2019-10-07 20:52:43,0
80228,NNMWaRokf7XTH8xOjOxCbQ,SoOBdulYAm7p6LdFJdbINg,Not very good.  Decided to try it and I was not impressed.,2019-01-17 21:35:26,0
80237,AeMwE5rWK9kUE3J0rctXkw,2xmZgzxGAFRvMEcbmXvBng,Great place. Unique pizza .,2015-01-11 02:54:19,0
80246,lo1pzTDqhe5Yt5Q4sgkCjA,kolFb44M7k9c0-tZL2D_Cg,Bring cash. They do not accept credit card/debit card/checks.,2014-08-24 03:35:22,0
80307,Z4FB_Lo8HzKGYxeDPFhUwA,TEXUVhF-G_v2Sxwqti8HQA,Mozzarella sticks are very good,2010-12-28 04:59:09,0
80348,wNMnTY2D3hMTZSzSaU4EMw,fYUS9YkYPccCx9eaYc9t5g,Great pizza and fresh french fries.,2015-01-17 22:57:39,0
80378,fPZHL4wFyhw1cazFSt3Ucg,YgHp9MdZ1vVdYyMEro4TtQ,"Great eats, laid back atmosphere, and fairly priced.  

The chicken and waffles dish is tasty.  Another great option is taking advantage the the smoked meats they offer- pork, brisket, and chicken.  DELICIOUS!  

Today we went with their pretzel burger (AWESOME) and broccoli tempura (#bestwaytoeatavegetable).",2013-08-25 23:15:18,0
80406,IRK8TbOXcidM4YCWf-Zqog,Zd9VJFJjfaadaJmCMFv-RQ,"New downtown location... No more bombed-out, abandoned  Turkish bunker :( it's like a real restaurant now.",2013-05-22 16:47:11,0
80441,hWSHb5vR7gFZB133qiWqbw,c5mnoNYWzsw_gJSZ0C4b6w,Excellent pies and other goodies as well. Always friendly staff.,2017-07-04 14:08:02,0
80446,oXa-v1sMbW770s8Sj-ZUCg,FiP7mCGs-qelOSmapmbt1A,"Great pizza, skip the steak hoagie.",2014-09-06 20:21:53,0
80477,ev-zFfxEJ_to_wYwKDI8GA,hz8mFMIQxQNLKE5rYmg6zQ,Great local spot!,2015-03-07 22:07:54,0
80483,MKc8AW4R7DWafGSgZDQRVA,C37hwsGUHn_3-il0ypeY-Q,Get the Bells Two Hearted. You won't be disappointed.,2013-12-01 04:57:53,0
80617,bSZ3BAT1Jm0PqMC9JMTV6w,VGKq16vCdPPHMoryy6XTHg,"Serve late until 1AM - Some of the best small plates in Midwest... Viva Madison, WI - Great atmosphere AND they got pitchers!",2011-11-29 23:21:09,0
80620,4HwYBVZbdrLKCv2gE7_szQ,M-caugKzJ9qLOmCBfD9Nyg,"They now have Kickapoo Coffee, yum!!",2010-04-17 15:08:37,0
80631,XmfdWFH6hbICqjDHz-Z0mQ,5HjmnWOtBYAYW-jjdZ3aKA,"Sit at the bar, better atmosphere and all apps are half off

Great simple food",2015-11-11 21:11:32,0
80632,K60iAcZXsiv_vjSiQAIJJg,E9OP8TODswMcmTEGXE1C_g,"Not a dine-in or even STEP in restaurant. Serving quick food out of a door, and more suitable for delivery!",2017-09-16 20:18:50,0
80633,eCmJNftjRWeCplTeYW8txQ,OXrFWgoz533T8tMRemkiww,"Great-tasting food accompanied by great service. The antipasto and pizza margherita were a little different than we're used to, but were great nonetheless.",2012-10-22 00:34:58,0
80679,dS77E79zv2mKasX87QZkpg,w4a6TuFWArSc29dB51rPNA,pomme frites!!!!! best i've ever had!!,2014-01-15 06:32:18,0
80682,wNMnTY2D3hMTZSzSaU4EMw,fYUS9YkYPccCx9eaYc9t5g,Good food,2013-08-21 22:32:34,0
80707,eQB1Bq54dRWKUfslBdoXmw,8R6VkHg7pNvW0mW2_KjDDg,Went for brunch on Sunday. Good menu. The food was 4/5,2015-10-25 16:04:58,0
80708,wNMnTY2D3hMTZSzSaU4EMw,fYUS9YkYPccCx9eaYc9t5g,Great food here,2014-04-09 16:56:11,0
80716,IawHNXWc1ciu7axnLCzpMg,2wU2cdWiKegJujTliMJx0w,Five cheese pizza is phenomenal,2017-08-06 00:35:00,0
80721,GBjCSShH0728pL-r7jEZFg,BeqWMUzFZCqz8na056XFTQ,"Get the pizza medium rare, which is crispy on top.",2011-11-01 17:49:15,0
80731,QbRTg1tRZaCwExRwePcYmA,wXNHLkDkh0HKGJeYVnpafQ,This place has a really good meatball hoagie.,2016-12-28 20:09:26,0
80746,QBcdqZpUPhe1kO5w_WY0ww,NlBifQZCNUAnbuo_wKIVpg,Best pizza in lake county hands down.,2015-06-12 00:40:19,0
80752,LgpF-TcIgeWN51E6D_STrQ,GnFvPN1sCMbho2ItzuPemw,"Holy crap, so fast. On top of everything these guys are awesome.",2017-10-29 05:57:09,0
80764,mNCngUodH9--YUR_F6pH_g,8R6VkHg7pNvW0mW2_KjDDg,One of my favorite at legacy village dinning,2013-03-19 00:45:49,0
80837,cWN3t9xk84Hx_j9X5z-tlg,qlg2QMEErgseygqs_MQETA,Food and service were good.  Decent portions.,2016-04-30 18:54:48,0
80863,dYEHTYJeDJ4v8AUiExaVsw,pOhX1XjbBdPoO2Fyy8RGJg,"This restaurant was featured on an episode of Diners, Drive-Ins, and Dives titled Legacies, which aired on November 16, 2009.",2016-11-13 00:46:07,0
80872,QnFAeM2aXq-fr67G8yBwew,kPr9rYEkGwbRLgUHvKljQQ,Best crust ever!!,2014-06-11 23:31:36,0
80877,1xH9K-UaN4uIThBnH46i5A,QjEob2WSROiBPVjh0-BfxQ,"Great Bar! Best pizza in town, very nice staff. If you're in the area check it out!",2017-09-17 03:20:18,0
80878,5dvKj3yPa3DDKVWiALmVMA,829Kv1uZJj5q8sr2G0mnvA,Get the philly cheese steak pizza. It's the greatest! Open salad bar.,2015-06-27 23:09:44,0
80893,z1oTUOFjAdoJ5aEnjDrlzw,uvPv-iPbOtp0Zhgzwn0A3w,"Sometimes it's hard to find a seat but they have folding chairs in case you can't find one. But overall this places feels like a vacation, it's awesome.",2014-07-17 23:23:07,0
80895,e2wuWXuy9Gym0OLx9bqFvQ,CrIWqmuO2uQWwl3z11K_BA,"Was quite disappointed.  Service, quality of the food (very bland, both pizza and salad) seriously overpriced for the quality. I can only hope they were having a bad night.",2015-07-30 20:31:34,0
80898,A8WnomchAmsRTXnGo47lpw,J9f-9Prw2YVM-fiZqv2fmQ,"Not sure if The O still sells it, but Chicken Parm every Friday (sat) around 2 am when I was a freshman.",2012-08-18 01:51:04,0
80907,or5fL0Yjho-zb5iC-phB2A,WKlMFUCGI7dCysGkFLWvaQ,Good food,2011-11-27 03:03:21,0
80914,JLHLyVmWEnIRJj8e2XA4IA,5p5YW_5bMOSuLIQjkJPO3w,Loved coming here. Great food. We felt welcomed and like family.,2017-10-26 01:41:27,0
80936,W7EE7PLaTBdIoJMTNlWAiA,M-qtsg3fVoG6sWBrDz4-6w,Ordered no mushrooms and there was more mushroom than steak on my hoagie,2017-03-21 18:38:52,0
80969,_iDXDMsaq-hCB5m8iBKzYg,HhmsASV-oJWyQVnOy8W1cQ,"Ordinary pizza, OK if you have 50% off deal and you're really hungry",2015-11-11 03:30:47,0
81009,-xcBD7h1wxu38IRkzGFCtg,2alo9GzeOsbg4jeKYFQmxQ,The wedding soup and home made bread are amazing! Best pizza on the south side. Parking is tight during prime dinner time.,2011-04-17 03:24:18,0
81010,CLnTOvrZIbimPNULs6aKdg,rPL1gw_0Afm8nOAfLW53MQ,Check in offer,2013-09-07 22:31:51,0
81016,qZwFS2t7p5NXHAjDrSv2aQ,DIdvV0HZUMZWiYg4OXyGJg,Amazing food and amazing service! Linda was great!!!,2014-05-14 22:09:16,0
81076,OXjO9UTmsaD6-r3NINkAnA,muDjbvbwNSg2B17JA2VF9w,Deluxe pizza here is perfect - you can't go wrong!,2013-08-16 13:25:44,0
81080,MeC1IIkAxpiPhAe-UQKJEw,ysJT2cV2BkYGUThnU_wr6w,Always had a good antipasto and pizza for me!,2019-10-30 00:23:33,0
81087,koPrCzBY9Vno6DHMJtjoWQ,u8C8pRvaHXg3PgDrsUHJHQ,The salads have field greens,2017-06-13 21:35:29,0
81106,cl4lsZDET7WKx-ggipsUYw,ac-ZqojwKNlhPiCdv1sT6g,"Sexting, drugs, & dub step",2013-08-31 02:05:14,0
81137,326mRAq4OCfTb5W-S549OQ,-7PX_FOoCwktlunImRyZdg,Closest thing to NY pizza in Pittsburgh.,2015-12-18 18:26:21,0
81165,ER6XOScVy0E8DK_2wMy37g,IjyNFVZPLVej9de31KGTxA,"My favorite spot for pizza.  Especially the pineapple and jalapeño.  And correction from before, the cheese is Provolone, not Parmesan.",2014-01-22 08:10:19,0
81166,MKc8AW4R7DWafGSgZDQRVA,C37hwsGUHn_3-il0ypeY-Q,Vegetarians!!! The Lonestar Sandwich is absolutely out of this world. Tofu is perfect! Live a little and get it with the Sexy Fries!,2014-01-11 02:30:10,0
81169,ECrYg1G-4W-6HQy-637c-w,NjY4TcK-CPrbOVlHdfP2Ig,"Great Pizza, Great Prices, and Great Service!",2016-10-07 21:17:13,0
81170,K-Yw2LX0U3VGywK4w9B98g,SXmVIiqItiHpacs1nnfiOQ,Great family atmosphere with a party room.,2015-10-04 18:58:51,0
81198,w9kZI4bn65OJ6Svckjt1gw,ss978X4omzcJjIeq6K-kag,Best pizza in town. Margarita DOP is a must try!!,2013-09-28 16:57:38,0
81224,dPi21onvSj_NLey2UtPZHg,ttRnQ4PYIuR_ptgaTT2g_A,"Best pizza in West Park hands down! Great service and excellent food!  Never a long wait for delivery, even on the busiest night!",2015-09-14 22:36:48,0
81231,rsQ3ovyVjejF1jXE96CngQ,7xHbnGo4MXFkBm6gYSu_xg,"Fast service. Good pizza. Likes the sausage and broccoli rabe. Would do it again. Well done wings , just as advertised.",2013-03-10 00:37:42,0
81251,dVVUfcsXt59MOC4l3pfrqQ,hEtb2D81MtRfKuAd1FdV6w,The salads are a must get.,2011-12-31 23:32:45,0
81265,nmlfjpq1sd7s--qSRSRcUQ,ZliwQrjUnAosBLM8W_bsGQ,What can I say?  AWESOME!  Best pizza in Madison!,2016-05-23 23:43:09,0
81266,ovkQs9cvEH60zTQk843spw,GH_GGx54q-U_NZ_A3znakg,Just like I remember it. Love it.,2016-03-02 15:53:20,0
81268,kTDI9Mc2kww9osY8nWkqrg,C37hwsGUHn_3-il0ypeY-Q,They only take cash,2014-01-08 20:34:55,0
81290,N4EKYdusnz8jfvfAKg_-fA,GH_GGx54q-U_NZ_A3znakg,One of a kind Pittsburgh. Original pizza that has never disappointed,2017-10-28 21:55:52,0
81308,wNMnTY2D3hMTZSzSaU4EMw,yU7GLvB07AEGhsoCc9scQg,Just gotta have some P and M ....no PMS,2013-06-01 21:24:31,0
81314,OowzT29EOwuu-PIUODV12Q,Q9jOi1245KEyb-vehMUeFA,Garlic balls and chicken Marsala.     Great food!,2016-08-02 11:28:11,0
81330,4suWv3PcphUtCyzrCCLprg,b0t8X3Iuc8cZrgMVxHTWew,One of the worst in Kent. Too oily and not tasty.,2016-01-07 12:34:35,0
81348,7u2_9lNsP0RQBtAWQm9olg,cKbPGglAjIGG6MeVy7n8XQ,"Great pizza options and byob, which is s huge plus.

I would recommend.",2016-04-29 19:35:41,0
81384,4e3HEHp2yKhn6hrDIHgsqA,3R28YY7Jw_EJs0-X8qDArw,Best pizza in the area,2016-07-28 15:41:39,0
81386,JICZvWml1lLxJOcpglmViQ,ZPAkg2phFo_p3U-QjvHVPw,Canned mushrooms=horrible pizza,2011-08-31 01:03:10,0
81390,n0j67B9MtwvjL2sjMs-N_g,9x1bWbbSgFCMLJlJR8mezQ,So good! MUST go!,2016-04-14 16:48:21,0
81396,nmlfjpq1sd7s--qSRSRcUQ,ix-CkoFcqTX7hi62ZqGXJQ,Awesome food. We had penne bleu and cajun louie!   Great staff!  Thank you Camille!,2017-06-16 00:23:17,0
81430,aOciK-JVFJSR0YY4PJIqvg,U94MrQjZ3OVq7lPw4UQ70g,Pizza is good.. Overpriced.. Employees are rude,2016-02-25 05:39:33,0
81438,lRniZk_JfJy4Psc2ewzM2A,ix-CkoFcqTX7hi62ZqGXJQ,Please find a better recipe for coconut shrimp,2017-10-04 00:24:25,0
81442,PyJ26WGLv5k-9nqFFolanA,6UXzAVLeWPUIlBtHrbS0-g,Thank you Luca's for fixing our lil mishap! I love you guys!!,2017-07-31 01:34:23,0
81446,v8DTz8SQRMlFdWrpCMp4Hg,Zja7ykq3icDzkN20XX6j1w,40 minutes for my wings. not cool.,2011-11-07 00:49:32,0
81449,eUTNSeO7XfctQKH46-Z5EA,TEXUVhF-G_v2Sxwqti8HQA,"Food good. Nice presentation, thanks Yelp for the $2coupon!",2015-02-22 22:47:51,0
81455,uFvhlv8VduoVBGDXedT-eQ,JOCmhCid7QH1478S8KboDA,Great dinner. Hot and to my door. Thanks for the great service!,2012-05-25 01:45:22,0
81468,n1hJlLLcXq2OwVPh9fH6UQ,_qoXWEB5qb0Me1CCMLWlmg,"Their pizzas are fantastic. A bit pricey, but very good overall.",2014-01-20 14:30:21,0
81476,4224r-l98zsndkBHTHNGBw,sMzNLdhJZGzYirIWt-fMAg,They are on OpenTable! Use it to save yourself a solid half hour on the weekends,2018-02-06 21:07:48,0
81501,CwMGd0IQ0POlYrvViBqjLQ,R13VkcyUIU3xG2fRFbBvBA,"A bit slow but it is all prepared fresh, well worth the wait.",2012-03-13 17:08:00,0
81514,RwsPa1uCpa-z0uYAZ5GQfw,15LVDu1_v97JEx-g97wnfA,The place is tiny so be prepared to wait especially if you have a party larger than 2.,2015-04-12 12:16:37,0
81530,fzSxi8EWjVm8DfCnN7TcbQ,_cySQtzW1NAQLciwjsnXrg,Best pizza in lakewood hands down.,2017-07-28 23:08:39,0
81532,Z8hz6LxScsSNoUVOgP-tQQ,zydbdBR6-CM8UZ6WkW1DWA,Amazing food.,2015-01-10 00:53:06,0
81538,q3GeSW9dWN9r_ocqFkhrvg,YBddInm3xP6k9iOowm1EHw,their pizza is so so， but the soup was fantastic！,2014-04-20 03:48:00,0
81561,4TxTnkZaxra7M9EnGnPtjQ,JMp6kPOrnBp9HC_4SRbarg,My mother in law has been complaining that lately her bill is consistently higher than expected. She called to question it last time and she had $8 in upcharges for various things. Fair enough - just be aware you will get charged extra for everything - today I stopped in for a sandwich and saw a sign by the register reminding the cashier to charge $1 for LTO on the side! LOL,2017-09-26 01:47:40,0
81580,iGlBhxeMwRK-MD4svZ0w9A,RThuRlhMdowhtY8vITEIzQ,Their cannolis are amazing!,2015-05-29 14:22:29,0
81582,Tp8RGSJr5ia2Ci6fL9ZDTw,rXrXkZMTH--ez4E8oHhJIA,Excellent pizza Enjoyed it very much I would recommend,2016-08-22 22:18:02,0
81588,4OXlt8bgJadwsBcg02rmEA,3DQKaQN2wjWTWUN0EBwkzw,"10 slices half plain, half with double toppings for $11 and change",2017-08-12 00:34:58,0
81592,Tg-_tAkiRIp6TtILsJygGg,ZYof0WYlilJ3pgWNSgmYKQ,Delicious pizza.,2018-01-15 23:04:09,0
81603,m-O8fSe3PwHsE3NuGUrY5Q,iX2rl6mNNu2TjoRbiX6wSQ,"Best pizza, garlic toast and ambiance in the area.  A favorite of ours for years.",2018-01-19 00:24:11,0
81634,RXmaY3mtI9tbWzMrcxi8Ww,P3Dy7GF1Sw8RrW1Dd9ZVjA,Great food and Service!!!,2014-08-12 01:16:51,0
81637,1Z8BR_TUFD1pdScWrzhTYg,sMzNLdhJZGzYirIWt-fMAg,Meatball mania!!!,2014-03-10 22:57:36,0
81642,1DWZD5e5EMlI4Q3HSLCwfA,F56TiSa71Tk4PIQ0HN8oag,I have lunch here 1-2 times per week and food and service are always good.  Try the shrimp and calimari diablo appetizer and steamed spinach.  In cooler months  (fall-spring) they have really good soups. I had the new yummy chicken corn  tortilla soup today!,2012-10-24 17:49:33,0
81656,fmgXGi9LndwKmg7u-tatAQ,GH_GGx54q-U_NZ_A3znakg,"Don't think, just go. Bring friends - the pies are huge.",2011-02-24 12:42:22,0
81657,WeHAO-cK9szHkM1F6PsyvQ,tqyhUt1OyImr8hT3wQ0a4A,Amazing food great prices.,2017-03-24 19:44:08,0
81709,wNMnTY2D3hMTZSzSaU4EMw,fYUS9YkYPccCx9eaYc9t5g,Lunch with Melanie for her birthday. ....and messy fries,2013-09-27 16:52:19,0
81714,vBOlhUbVaWOVYf378PkYqg,729grSa1Wsn-hfv7D5uOxg,"Cash only, folks.",2011-09-14 19:16:37,0
81733,D4bIfyiBG2EoxTkPMiF6AA,0qsarzXaZau8REdE0rToxA,Check out the groupon,2011-03-14 03:12:08,0
81742,K4DSgd96Q2ryiz5BAR7nTQ,rPL1gw_0Afm8nOAfLW53MQ,Thought it was pretty good and good service.,2015-02-10 15:38:33,0
81759,b_nvSaCgvktuUg5BqkNPcg,kL5LI_GYZJkkP73wl0Qtlw,They make the best pizza ever OMG I would order for delivery again,2018-01-23 21:23:48,0
81774,cnaejrQI9J5JpA05vNbFTw,YgO2v1VNtbPA7zgp0szJXA,Awesome sized pizza slices!,2016-02-08 23:08:48,0
81775,I7WfqvZ5bulw1mrLPxT51w,ZYof0WYlilJ3pgWNSgmYKQ,"Food is trash. 
Service is trash. 
Do NOT get your pizza here!!!",2018-01-13 22:17:02,0
81797,-pT3M_25XS1B13pH-VbKAA,zc0sUY7iWuJB93AHWKy_xw,Been here a few times was always good good.,2018-03-20 13:47:16,0
81842,KezqkmNpzLINQw5n5bU-Ew,FvXZcRB8bocNMDvFUnoWhg,My friend took me here and they were good!!!!!,2017-08-19 19:27:48,0
81847,5zgYSnll6_hfdL7MDbAU0g,HC7XYU669ZXbE1cChU5U0Q,Loved it! Still some of the best chicken parmigiano I've ever had!,2017-07-02 12:02:27,0
81850,cAGLhKABH4U6Xm6--hDmSA,b4RHh9w1zyuw6eqm7m5hGw,My favorite pizza! All the toppings smothered in a lovely layer of cheese!,2015-05-17 00:45:15,0
81854,V_EfzZ774pXzWPGyCvI59w,FuVGP7x3pib95GGrN8irew,"Take-out only. There's a bench to wait on, but no tables.",2013-12-15 19:31:15,0
81855,Qlt6uc1jxCuih3VpHG3mpg,i_1ORltzRXvf9H2rvfS-Ag,Huge portions and it was so fresh! I loved it,2014-01-30 03:23:42,0
81870,9roZU3u9hBlV8VmH6456rg,RMkBZDwEbcv5Ctd-a2A0Lw,They have Zapps potato chips.,2012-06-02 21:01:38,0
81878,Tg-_tAkiRIp6TtILsJygGg,oRKyGtUsN5IcRReN7ScUwQ,"Doughie.  Minimal toppings.  Zero integrity here.  Weak sauce,",2017-07-27 04:56:56,0
81897,KVSXD2GXnytHcMHnGDQSjQ,NN6HpdvQlGZUVjBwzhgUWQ,Gluten free cider on tap. I'm there.,2011-03-15 00:40:53,0
81900,EZ7eJU0LjD69g_-tg1HWZw,TrCiLMGy_bxbeAQcuSSUeQ,Food has been consistent for years!,2012-01-23 02:51:21,0
81922,BOfvZjgPtS6QSRXn9VOhTQ,u8C8pRvaHXg3PgDrsUHJHQ,"Be prepared to wait, and wait, and wait,  and wait.... Whatever time they tell you, double it.",2016-04-18 00:02:03,0
81941,GqHHK6TOOd_BsGID6X_5VQ,C37hwsGUHn_3-il0ypeY-Q,First time out since getting back to town!,2012-01-23 01:11:50,0
81952,b9_PC_56ttDZdHzLYThTGg,aVBFKYoF0AHuusNssaQpJA,Mac n cheese is just plain killer,2012-06-24 14:56:41,0
81956,wGuhJ7AS89Wwsncz8_rlZA,8XXSAS4xX81nUE4yPVtIiA,Still five stars! Get the fish fry on Fridays!,2017-03-12 01:12:23,0
81974,TjYiVwsxe3ZijwjLEQ3u0A,Q9jOi1245KEyb-vehMUeFA,"Never coming back....have you never heard the term the CUSTOMER Is always right....dont do business with Groupon if you don't want to honor the deal...wife '""owner"" needs to stay home or wash dishes....",2014-07-22 04:08:33,0
81984,YC1GlgRYixzj298d3_EBGA,cTPdZ9Va0HCLESf5gNnXwA,"Be sure to check out their lounge downstairs! Tends to close before the rest of the bar, but it's an old bank vault with a very chill vibe!",2017-08-08 15:54:30,0
81999,1LUpRfjduqrBbLpQU4IQcw,Tz4fdGixKO3_HvOh8i81Iw,"We love Vinnys pizza! Great crust, great cheese and their sauce is just right.",2014-01-16 00:25:30,0
